               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.022218,            0.027447,           0.0018096,             0.86569,             0.81019,             0.86393,              0.6111,            0.025388,            0.033301,           0.0081952,            0.004984,            0.004984,            0.004984
                 154,              0.0223,            0.027441,           0.0019456,             0.86685,             0.82945,             0.87759,             0.61596,            0.025275,            0.032281,           0.0084979,            0.004951,            0.004951,            0.004951
                 155,            0.022346,            0.027476,           0.0021823,             0.87079,             0.80475,             0.85507,             0.60912,            0.024585,            0.032703,            0.010524,            0.004918,            0.004918,            0.004918
                 156,            0.021761,            0.026046,           0.0018227,             0.89225,             0.82832,             0.86017,             0.61423,            0.025107,            0.032067,           0.0077587,            0.004885,            0.004885,            0.004885
                 157,            0.021931,            0.027605,           0.0016836,             0.89922,               0.799,             0.86537,             0.61558,            0.025363,            0.033225,           0.0083678,            0.004852,            0.004852,            0.004852
                 158,             0.02204,              0.0273,           0.0019766,             0.88666,             0.79976,             0.85959,             0.61075,            0.024989,            0.032462,           0.0083102,            0.004819,            0.004819,            0.004819
                 159,             0.02242,            0.027016,           0.0017432,             0.89319,             0.83261,             0.87196,             0.62106,            0.024864,            0.032042,           0.0076656,            0.004786,            0.004786,            0.004786
                 160,            0.021662,            0.026496,           0.0016866,             0.85739,             0.81484,             0.85528,             0.61486,            0.025164,            0.032478,           0.0086501,            0.004753,            0.004753,            0.004753
                 161,            0.021895,            0.026315,           0.0018372,             0.88112,             0.79945,             0.86118,             0.60714,            0.025287,            0.034047,            0.009171,             0.00472,             0.00472,             0.00472
                 162,            0.021376,            0.027455,           0.0018593,               0.895,             0.77801,             0.86919,             0.61213,            0.024703,            0.033735,           0.0090363,            0.004687,            0.004687,            0.004687
                 163,            0.022035,             0.02754,           0.0016788,             0.90183,             0.79952,             0.86412,             0.61445,            0.024483,            0.033888,           0.0077962,            0.004654,            0.004654,            0.004654
                 164,            0.021527,            0.026259,           0.0015994,             0.91426,             0.77599,              0.8564,             0.60661,            0.024954,            0.033736,           0.0083796,            0.004621,            0.004621,            0.004621
                 165,            0.021518,            0.027323,           0.0016209,             0.85361,             0.83188,             0.86094,             0.60504,            0.024859,            0.033495,           0.0082965,            0.004588,            0.004588,            0.004588
                 166,            0.021858,            0.027114,           0.0017287,             0.88978,              0.7849,             0.85939,             0.60679,            0.024862,            0.033361,           0.0083876,            0.004555,            0.004555,            0.004555
                 167,            0.021644,            0.026667,            0.001766,             0.85366,             0.82712,              0.8721,             0.61523,            0.024855,             0.03341,           0.0085938,            0.004522,            0.004522,            0.004522
                 168,            0.021633,             0.02658,           0.0019368,             0.85467,             0.80548,             0.85755,             0.60482,            0.024753,            0.034089,            0.010242,            0.004489,            0.004489,            0.004489
                 169,            0.021382,            0.027142,           0.0016393,             0.88716,             0.78324,             0.85888,             0.60268,            0.024842,            0.033617,           0.0092389,            0.004456,            0.004456,            0.004456
                 170,            0.021508,            0.027415,           0.0016852,             0.89117,             0.79691,             0.86248,             0.61154,            0.024777,            0.033166,           0.0093436,            0.004423,            0.004423,            0.004423
                 171,            0.021219,            0.027268,           0.0016553,             0.88514,             0.81627,             0.86132,              0.6126,            0.024531,            0.033089,           0.0097354,             0.00439,             0.00439,             0.00439
                 172,            0.021422,            0.026728,           0.0017666,              0.8702,             0.80048,             0.85756,             0.61404,            0.024639,            0.032808,            0.010003,            0.004357,            0.004357,            0.004357
                 173,            0.021103,            0.026606,            0.001644,             0.88924,             0.79704,             0.85164,             0.60319,            0.024601,            0.034089,           0.0089841,            0.004324,            0.004324,            0.004324
                 174,            0.020862,            0.026672,           0.0018294,             0.87891,             0.80627,             0.86181,             0.60581,            0.025007,             0.03302,           0.0095848,            0.004291,            0.004291,            0.004291
                 175,            0.021174,            0.025527,           0.0019217,             0.89682,             0.81188,             0.85944,             0.60499,            0.025063,            0.033024,           0.0088131,            0.004258,            0.004258,            0.004258
                 176,            0.021019,            0.025594,           0.0016871,             0.85577,              0.8186,             0.85952,             0.60554,            0.024985,            0.032909,           0.0098696,            0.004225,            0.004225,            0.004225
                 177,            0.021043,            0.025503,           0.0015933,             0.87222,             0.81041,             0.85784,             0.60876,            0.024942,            0.033351,           0.0099424,            0.004192,            0.004192,            0.004192
                 178,            0.021486,            0.027474,           0.0017014,              0.8713,             0.80034,             0.85221,             0.60648,            0.025168,            0.032953,           0.0099925,            0.004159,            0.004159,            0.004159
                 179,            0.020716,            0.025739,           0.0018648,             0.87526,             0.81141,             0.86295,             0.60828,            0.024989,            0.032533,            0.009125,            0.004126,            0.004126,            0.004126
                 180,            0.021633,            0.027012,           0.0018953,             0.91594,             0.75958,             0.85036,             0.59788,            0.025513,            0.033607,            0.010175,            0.004093,            0.004093,            0.004093
                 181,            0.020737,            0.026031,           0.0015248,             0.86921,             0.81306,             0.86407,             0.61189,            0.025107,            0.033213,           0.0096143,             0.00406,             0.00406,             0.00406
                 182,            0.021008,            0.026088,            0.001737,             0.82539,             0.81719,             0.86032,             0.60546,            0.025024,            0.033243,            0.010238,            0.004027,            0.004027,            0.004027
                 183,            0.020227,            0.026227,           0.0016645,             0.86786,             0.80864,             0.86474,             0.61144,            0.025069,            0.034117,           0.0090668,            0.003994,            0.003994,            0.003994
                 184,            0.020606,             0.02551,           0.0014685,             0.89516,              0.8059,             0.86781,             0.61432,            0.025023,            0.033448,           0.0081532,            0.003961,            0.003961,            0.003961
                 185,              0.0206,            0.025757,           0.0015985,             0.85294,             0.82931,             0.86262,             0.61258,            0.024929,            0.033688,           0.0079161,            0.003928,            0.003928,            0.003928
                 186,            0.020486,            0.026435,           0.0015782,             0.88987,              0.7912,             0.86848,             0.61905,            0.024536,            0.033376,           0.0078999,            0.003895,            0.003895,            0.003895
                 187,            0.020077,            0.026542,           0.0015631,             0.93535,             0.76606,             0.86221,             0.61511,            0.025054,            0.033845,           0.0086802,            0.003862,            0.003862,            0.003862
                 188,            0.020312,            0.025666,           0.0015552,             0.91462,             0.79502,              0.8676,             0.61573,            0.024786,            0.033367,           0.0079915,            0.003829,            0.003829,            0.003829
                 189,            0.020457,            0.025178,           0.0015675,             0.92016,             0.77934,             0.87108,             0.60805,            0.024767,            0.033948,           0.0088431,            0.003796,            0.003796,            0.003796
                 190,            0.020046,            0.025783,           0.0013561,             0.87858,             0.80159,             0.86714,             0.61422,            0.024867,            0.033805,           0.0090875,            0.003763,            0.003763,            0.003763
                 191,            0.020079,            0.025616,           0.0015596,             0.87449,             0.79434,             0.86273,             0.60917,            0.024748,            0.033702,            0.009508,             0.00373,             0.00373,             0.00373
                 192,            0.019938,            0.024258,           0.0016405,             0.85421,             0.82633,             0.86344,             0.60918,            0.024969,            0.033826,           0.0089973,            0.003697,            0.003697,            0.003697
                 193,             0.02005,            0.025175,           0.0015453,             0.90213,             0.76373,             0.85564,             0.60614,            0.024887,            0.034678,           0.0097899,            0.003664,            0.003664,            0.003664
                 194,            0.019846,            0.025817,           0.0015688,             0.86804,             0.80061,             0.85575,             0.60834,            0.024885,             0.03501,           0.0096979,            0.003631,            0.003631,            0.003631
                 195,            0.019751,            0.024696,           0.0016639,             0.89148,              0.8016,             0.86606,             0.61223,            0.024671,            0.033691,           0.0092364,            0.003598,            0.003598,            0.003598
                 196,             0.01961,            0.024758,            0.001552,             0.87786,             0.81058,             0.85836,             0.61097,            0.024874,            0.033834,           0.0097182,            0.003565,            0.003565,            0.003565
                 197,             0.02011,            0.025307,           0.0014253,             0.87491,             0.81666,              0.8594,             0.60399,             0.02505,            0.033634,           0.0091442,            0.003532,            0.003532,            0.003532
                 198,             0.01976,            0.025136,           0.0013993,             0.90993,             0.80268,             0.86727,             0.61566,            0.024919,            0.033473,           0.0089001,            0.003499,            0.003499,            0.003499
                 199,            0.020104,            0.025375,           0.0014763,             0.91606,             0.77946,             0.86767,             0.61164,            0.024887,            0.033981,           0.0084436,            0.003466,            0.003466,            0.003466
                 200,            0.019721,            0.025129,           0.0014842,             0.91347,             0.78369,             0.86592,             0.61175,            0.024889,            0.034047,           0.0089169,            0.003433,            0.003433,            0.003433
                 201,            0.019555,            0.025543,           0.0014611,             0.85702,             0.83254,             0.86473,             0.60942,            0.024542,            0.034187,            0.008593,              0.0034,              0.0034,              0.0034
                 202,            0.019503,            0.025656,           0.0012488,             0.93111,             0.79854,              0.8701,             0.61408,            0.024806,            0.034192,           0.0089953,            0.003367,            0.003367,            0.003367
                 203,            0.019446,            0.024726,           0.0014574,             0.88369,             0.79532,              0.8635,             0.60882,            0.025005,            0.034795,           0.0096551,            0.003334,            0.003334,            0.003334
                 204,            0.019503,            0.024948,           0.0014907,             0.85054,             0.82448,             0.85928,             0.60901,            0.024937,            0.034473,           0.0094542,            0.003301,            0.003301,            0.003301
                 205,               0.019,            0.023791,           0.0015902,             0.89034,             0.81677,             0.86247,             0.61246,            0.024971,            0.034376,           0.0082235,            0.003268,            0.003268,            0.003268
                 206,            0.019064,            0.024202,           0.0013814,             0.88317,             0.81089,             0.86315,             0.61012,            0.024922,            0.034571,           0.0082521,            0.003235,            0.003235,            0.003235
                 207,            0.019315,            0.024528,            0.001473,             0.88318,             0.78202,             0.85383,             0.60805,            0.024906,             0.03521,            0.008816,            0.003202,            0.003202,            0.003202
                 208,            0.018871,             0.02471,           0.0014887,             0.93424,             0.76135,             0.85263,             0.60709,            0.024805,            0.034727,           0.0091901,            0.003169,            0.003169,            0.003169
                 209,            0.019356,            0.024508,           0.0014033,             0.91322,             0.77827,             0.85449,             0.61293,            0.024787,            0.034899,            0.008569,            0.003136,            0.003136,            0.003136
                 210,            0.019147,            0.023608,           0.0012143,             0.89161,             0.80441,             0.86557,             0.61989,            0.024561,            0.033955,           0.0085926,            0.003103,            0.003103,            0.003103
                 211,             0.01906,             0.02445,           0.0013253,             0.90956,             0.80113,             0.86981,             0.61985,            0.024714,            0.034906,           0.0083386,             0.00307,             0.00307,             0.00307
                 212,            0.018786,            0.024381,            0.001321,             0.89701,             0.82414,             0.86627,             0.61413,            0.024721,            0.034669,           0.0084193,            0.003037,            0.003037,            0.003037
                 213,            0.018945,            0.024294,           0.0013252,             0.86058,             0.82708,             0.86259,              0.6091,            0.024923,             0.03468,           0.0091835,            0.003004,            0.003004,            0.003004
                 214,            0.018996,            0.024045,           0.0013122,             0.89536,             0.79528,             0.86437,             0.61201,            0.025024,            0.034893,           0.0091402,            0.002971,            0.002971,            0.002971
                 215,            0.019173,            0.024331,           0.0013555,             0.87972,             0.80752,             0.85918,             0.61174,              0.0249,             0.03432,           0.0090447,            0.002938,            0.002938,            0.002938
                 216,            0.019091,            0.023766,            0.001471,             0.88966,             0.82676,             0.86751,              0.6199,            0.024889,            0.034229,            0.008836,            0.002905,            0.002905,            0.002905
                 217,            0.018603,            0.023954,           0.0013386,             0.89248,             0.81531,             0.86742,             0.61935,            0.024988,            0.034735,           0.0091131,            0.002872,            0.002872,            0.002872
                 218,            0.018817,            0.024041,           0.0013241,             0.87648,             0.81949,             0.86749,              0.6162,            0.025287,            0.034613,           0.0094632,            0.002839,            0.002839,            0.002839
                 219,            0.018642,            0.024466,           0.0012749,               0.862,             0.81659,             0.86129,             0.61179,            0.025176,            0.034187,            0.010227,            0.002806,            0.002806,            0.002806
                 220,            0.018276,            0.022719,           0.0013663,             0.91028,             0.77298,             0.86749,             0.60887,            0.025024,            0.033953,           0.0096787,            0.002773,            0.002773,            0.002773
                 221,            0.018999,            0.024242,           0.0012671,             0.87698,             0.82375,             0.86671,             0.61233,            0.024923,            0.034087,           0.0095927,             0.00274,             0.00274,             0.00274
                 222,            0.018786,            0.024398,           0.0012523,             0.90616,             0.79998,             0.86488,             0.61167,            0.024954,             0.03421,           0.0093075,            0.002707,            0.002707,            0.002707
                 223,            0.018683,            0.023477,           0.0012919,             0.90506,             0.81404,             0.87066,             0.61885,            0.024881,            0.034357,             0.00875,            0.002674,            0.002674,            0.002674
                 224,            0.018732,            0.023488,           0.0013122,             0.90518,             0.81983,             0.87204,             0.61904,            0.024889,            0.034243,           0.0091539,            0.002641,            0.002641,            0.002641
                 225,            0.018478,            0.022618,           0.0013682,             0.92193,             0.83916,             0.88103,             0.62017,            0.024836,            0.034226,           0.0082558,            0.002608,            0.002608,            0.002608
                 226,            0.018501,            0.023001,            0.001441,             0.88063,             0.84883,             0.87405,             0.62073,            0.024991,            0.034551,           0.0090789,            0.002575,            0.002575,            0.002575
                 227,            0.018411,            0.023497,           0.0013692,             0.89583,             0.82842,              0.8714,              0.6202,            0.025021,            0.034435,           0.0093761,            0.002542,            0.002542,            0.002542
                 228,            0.018162,            0.022646,           0.0014363,             0.88983,             0.83255,             0.87283,             0.61729,            0.024809,            0.034774,           0.0090847,            0.002509,            0.002509,            0.002509
                 229,            0.018331,            0.024299,           0.0011514,             0.92105,             0.81781,             0.87662,             0.61991,             0.02479,            0.034465,           0.0089633,            0.002476,            0.002476,            0.002476
                 230,             0.01821,            0.023485,           0.0012266,             0.90393,             0.82126,             0.87473,             0.62363,            0.024576,            0.034221,           0.0089255,            0.002443,            0.002443,            0.002443
                 231,             0.01783,            0.022711,           0.0011288,             0.89623,             0.82044,             0.86828,             0.61465,            0.024789,            0.034885,           0.0091874,             0.00241,             0.00241,             0.00241
                 232,            0.018287,            0.023381,           0.0011903,             0.91438,             0.83109,             0.87621,              0.6173,            0.024939,            0.034787,           0.0089325,            0.002377,            0.002377,            0.002377
                 233,            0.018156,            0.023706,           0.0012845,             0.89924,             0.84871,              0.8775,             0.62019,            0.024686,            0.035021,           0.0079299,            0.002344,            0.002344,            0.002344
                 234,            0.017738,            0.023243,           0.0011453,             0.91577,             0.81022,             0.86862,             0.61227,            0.025071,            0.035133,           0.0090614,            0.002311,            0.002311,            0.002311
                 235,            0.017995,            0.022976,           0.0012701,             0.86897,             0.81937,             0.86176,             0.61004,            0.024973,             0.03513,            0.010027,            0.002278,            0.002278,            0.002278
                 236,            0.018086,            0.023649,           0.0011635,             0.89279,             0.81104,              0.8693,             0.61384,            0.024755,            0.035101,            0.009133,            0.002245,            0.002245,            0.002245
                 237,            0.017835,            0.023726,           0.0011298,             0.90801,             0.81868,             0.86962,             0.61498,            0.025146,            0.035119,           0.0091932,            0.002212,            0.002212,            0.002212
                 238,            0.017842,            0.023342,           0.0012199,             0.90152,             0.83048,             0.87256,             0.61094,            0.025229,            0.035399,           0.0091984,            0.002179,            0.002179,            0.002179
                 239,            0.017627,            0.023357,           0.0011692,             0.90996,             0.81962,             0.87674,             0.61489,            0.025178,            0.035144,           0.0092495,            0.002146,            0.002146,            0.002146
                 240,            0.018068,            0.023357,           0.0012844,             0.90989,             0.82702,             0.87283,             0.61644,            0.025204,            0.035448,            0.009078,            0.002113,            0.002113,            0.002113
                 241,            0.017327,            0.022243,            0.001165,             0.89065,             0.83786,             0.87148,             0.61925,            0.025189,            0.035495,           0.0089556,             0.00208,             0.00208,             0.00208
                 242,             0.01775,            0.023838,           0.0011848,             0.88129,             0.82816,             0.86244,             0.61602,            0.025272,            0.035693,           0.0091067,            0.002047,            0.002047,            0.002047
                 243,            0.017629,            0.022603,           0.0011348,             0.90681,             0.81252,             0.86461,             0.61608,            0.025174,             0.03499,           0.0093906,            0.002014,            0.002014,            0.002014
                 244,            0.017453,            0.022208,           0.0011656,             0.88404,             0.83649,             0.86971,             0.62357,            0.025082,            0.034926,           0.0094786,            0.001981,            0.001981,            0.001981
                 245,             0.01752,            0.023886,            0.001206,             0.88074,             0.82717,             0.86742,             0.61937,            0.025034,            0.035192,           0.0091056,            0.001948,            0.001948,            0.001948
                 246,            0.017621,            0.024393,           0.0011135,             0.89735,             0.82191,             0.87005,             0.62087,            0.025014,            0.035157,           0.0090508,            0.001915,            0.001915,            0.001915
                 247,            0.017374,            0.022654,           0.0011969,             0.88267,             0.82058,             0.86947,             0.61745,            0.024991,            0.035379,           0.0094724,            0.001882,            0.001882,            0.001882
                 248,             0.01756,            0.022787,           0.0012203,             0.86571,             0.82245,             0.86821,              0.6208,            0.025117,            0.035613,           0.0095244,            0.001849,            0.001849,            0.001849
                 249,            0.017099,            0.023662,           0.0010148,             0.85617,              0.8378,             0.86714,             0.61792,            0.025147,            0.034957,           0.0093781,            0.001816,            0.001816,            0.001816
                 250,            0.017489,             0.02226,           0.0010593,             0.90126,             0.82163,             0.87224,             0.61787,            0.025057,            0.034993,           0.0091995,            0.001783,            0.001783,            0.001783
                 251,            0.017554,            0.022546,           0.0011615,             0.89722,             0.82164,             0.87119,             0.62399,            0.025031,            0.035089,           0.0095027,             0.00175,             0.00175,             0.00175
                 252,             0.01751,            0.023325,           0.0010911,             0.87583,              0.8246,             0.87135,             0.62136,             0.02487,            0.035043,           0.0091309,            0.001717,            0.001717,            0.001717
                 253,            0.017033,            0.022048,           0.0011379,             0.86739,             0.82703,             0.86736,             0.61687,            0.024875,            0.035217,            0.009226,            0.001684,            0.001684,            0.001684
                 254,            0.017071,            0.023482,           0.0010859,             0.85952,             0.82457,             0.86283,              0.6131,            0.024938,            0.035705,           0.0098208,            0.001651,            0.001651,            0.001651
                 255,             0.01719,            0.022193,            0.001069,             0.89896,             0.79238,             0.86322,             0.61455,            0.024845,            0.035511,             0.00992,            0.001618,            0.001618,            0.001618
                 256,            0.016612,            0.022179,          0.00089432,             0.88645,             0.80784,             0.86229,              0.6179,            0.024772,            0.035425,           0.0099444,            0.001585,            0.001585,            0.001585
                 257,            0.016766,            0.021606,           0.0011346,             0.87823,             0.80807,             0.86504,             0.61718,            0.024739,            0.035638,           0.0096642,            0.001552,            0.001552,            0.001552
                 258,            0.016954,            0.022699,          0.00093783,             0.89728,             0.79381,             0.86564,             0.61473,            0.024782,            0.035418,           0.0095846,            0.001519,            0.001519,            0.001519
                 259,             0.01672,            0.022679,           0.0010299,             0.90028,             0.79345,             0.85931,             0.61642,            0.024779,            0.035936,           0.0095024,            0.001486,            0.001486,            0.001486
                 260,            0.016625,            0.022884,           0.0010371,             0.85439,             0.81534,             0.85938,             0.62165,            0.024725,            0.035772,           0.0094575,            0.001453,            0.001453,            0.001453
                 261,            0.016894,            0.022322,           0.0012595,             0.85599,             0.81842,             0.86132,             0.62166,            0.024794,            0.035737,           0.0094888,             0.00142,             0.00142,             0.00142
                 262,            0.016856,            0.022749,           0.0010307,             0.88148,             0.80426,              0.8605,             0.61622,             0.02492,            0.036136,           0.0091763,            0.001387,            0.001387,            0.001387
                 263,            0.016928,             0.02178,           0.0011509,             0.88274,             0.81582,               0.864,             0.61623,            0.024821,            0.035995,           0.0088632,            0.001354,            0.001354,            0.001354
                 264,            0.016554,            0.021392,          0.00098307,               0.893,             0.82708,             0.87009,             0.61988,            0.024727,             0.03583,           0.0083878,            0.001321,            0.001321,            0.001321
                 265,            0.016682,            0.022322,            0.001018,              0.8759,             0.83977,             0.86785,             0.61868,            0.024796,            0.036048,           0.0086051,            0.001288,            0.001288,            0.001288
                 266,            0.016813,            0.021787,          0.00097313,             0.87976,             0.83859,             0.86838,             0.61824,            0.024902,            0.036123,           0.0088289,            0.001255,            0.001255,            0.001255
                 267,            0.016816,            0.021826,           0.0010911,             0.88422,             0.83306,             0.87065,             0.61746,            0.024801,            0.035814,           0.0088487,            0.001222,            0.001222,            0.001222
                 268,             0.01695,            0.022425,           0.0011166,             0.89612,             0.81564,             0.86762,             0.61835,            0.024771,            0.035809,           0.0088884,            0.001189,            0.001189,            0.001189
                 269,            0.016273,             0.02143,           0.0010304,             0.87753,             0.82259,             0.86924,             0.61976,            0.024599,            0.035608,           0.0090172,            0.001156,            0.001156,            0.001156
                 270,            0.016318,            0.021162,          0.00090962,             0.87075,             0.84151,             0.86944,             0.61973,            0.024643,            0.035703,           0.0090248,            0.001123,            0.001123,            0.001123
                 271,            0.016517,            0.021897,           0.0010604,             0.89298,             0.82069,             0.87184,             0.62093,            0.024718,            0.035766,           0.0091846,             0.00109,             0.00109,             0.00109
                 272,            0.016531,            0.022224,          0.00099957,             0.88405,              0.8349,             0.87024,             0.62078,            0.024839,            0.035315,           0.0093391,            0.001057,            0.001057,            0.001057
                 273,            0.016483,            0.022405,          0.00094432,             0.89773,             0.81942,             0.87248,             0.62426,            0.024883,            0.035295,            0.009507,            0.001024,            0.001024,            0.001024
                 274,            0.016294,            0.020921,          0.00087836,             0.89133,             0.82402,             0.87428,             0.62228,            0.024752,            0.035624,           0.0093126,            0.000991,            0.000991,            0.000991
                 275,            0.016193,            0.021057,          0.00088379,             0.90662,             0.81316,             0.87012,             0.62068,            0.024763,            0.036022,            0.009381,            0.000958,            0.000958,            0.000958
                 276,             0.01611,            0.021813,          0.00099569,             0.89021,             0.83287,             0.86934,             0.62232,            0.024732,            0.036142,           0.0092113,            0.000925,            0.000925,            0.000925
                 277,            0.016073,            0.021697,          0.00094828,             0.89082,             0.82816,              0.8744,             0.62357,            0.024757,             0.03584,           0.0093313,            0.000892,            0.000892,            0.000892
                 278,            0.016372,             0.02212,          0.00099492,             0.88525,                0.83,             0.87154,             0.62202,             0.02484,            0.035741,           0.0094633,            0.000859,            0.000859,            0.000859
                 279,            0.016395,            0.022476,          0.00096923,             0.88282,             0.82623,               0.873,             0.62216,            0.024773,            0.035688,           0.0094667,            0.000826,            0.000826,            0.000826
                 280,            0.016099,            0.021792,           0.0010484,             0.88782,             0.83837,             0.87279,             0.62258,            0.024765,            0.036006,           0.0093657,            0.000793,            0.000793,            0.000793
                 281,            0.015898,            0.021501,           0.0007655,             0.88529,              0.8344,             0.87144,             0.62091,            0.024776,            0.036283,           0.0095851,             0.00076,             0.00076,             0.00076
                 282,            0.016255,            0.021796,           0.0011176,              0.8672,             0.83944,             0.87242,             0.62113,            0.024808,            0.036059,           0.0096773,            0.000727,            0.000727,            0.000727
                 283,            0.015763,            0.020834,          0.00096784,             0.88375,             0.83245,             0.87256,             0.62282,            0.024679,            0.035886,           0.0095357,            0.000694,            0.000694,            0.000694
                 284,            0.015744,            0.020956,           0.0011326,             0.89634,             0.82443,             0.87183,             0.62335,            0.024647,            0.036203,           0.0096261,            0.000661,            0.000661,            0.000661
                 285,            0.016023,             0.02183,          0.00089473,             0.87158,             0.83674,             0.87195,             0.62443,            0.024646,            0.036105,           0.0095744,            0.000628,            0.000628,            0.000628
                 286,            0.015856,            0.020985,           0.0010825,              0.8917,             0.82019,             0.87219,              0.6243,             0.02459,            0.036105,           0.0093955,            0.000595,            0.000595,            0.000595
                 287,            0.016215,            0.021749,           0.0010185,             0.86335,             0.84444,             0.87263,             0.62501,            0.024623,            0.036065,           0.0094276,            0.000562,            0.000562,            0.000562
                 288,            0.016065,             0.02073,          0.00097071,             0.88493,             0.82806,             0.87098,             0.62263,            0.024726,            0.035948,           0.0094988,            0.000529,            0.000529,            0.000529
                 289,            0.015776,            0.021967,          0.00084705,             0.88245,              0.8252,             0.87107,             0.62312,            0.024778,             0.03608,            0.009505,            0.000496,            0.000496,            0.000496
                 290,            0.015997,            0.021021,          0.00085847,             0.88116,             0.83197,             0.87128,             0.62217,            0.024767,            0.036294,            0.009488,            0.000463,            0.000463,            0.000463
                 291,            0.015472,            0.020948,          0.00079915,             0.89329,             0.82025,             0.87399,             0.62508,            0.024789,            0.036444,           0.0093657,             0.00043,             0.00043,             0.00043
                 292,            0.015752,              0.0209,          0.00099611,             0.89047,               0.824,             0.87286,             0.62414,            0.024839,            0.036484,           0.0095273,            0.000397,            0.000397,            0.000397
                 293,             0.01561,            0.020819,          0.00099799,             0.89295,             0.82779,             0.87318,             0.62502,            0.024803,            0.036456,           0.0095462,            0.000364,            0.000364,            0.000364
                 294,            0.015878,            0.021465,          0.00084433,             0.89404,             0.82841,             0.87211,             0.62339,            0.024745,             0.03637,            0.009485,            0.000331,            0.000331,            0.000331
                 295,            0.015495,            0.020485,          0.00086666,             0.88901,              0.8302,              0.8722,             0.62538,            0.024696,            0.036221,           0.0096177,            0.000298,            0.000298,            0.000298
                 296,            0.015619,            0.020476,          0.00082448,             0.88826,             0.83104,             0.87151,             0.62214,            0.024751,            0.036329,           0.0097533,            0.000265,            0.000265,            0.000265
                 297,            0.015566,            0.020036,          0.00093422,             0.88916,             0.83111,             0.87172,             0.62345,            0.024768,            0.036383,           0.0098469,            0.000232,            0.000232,            0.000232
                 298,            0.015649,            0.021478,          0.00090401,             0.88916,             0.82711,             0.87216,             0.62528,            0.024734,            0.036346,           0.0098082,            0.000199,            0.000199,            0.000199
                 299,            0.015873,            0.020487,          0.00085172,             0.88617,             0.82464,             0.87053,             0.62368,            0.024746,            0.036398,           0.0097477,            0.000166,            0.000166,            0.000166
